
Discard orig. features
Training data:	MSLR-WEB10K/Fold3/restructure_train.txt
Test data:	MSLR-WEB10K/Fold3/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold3/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.03

Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_train.txt]... [Done.]            
(5947 ranked lists, 71912 entries read)
Reading feature file [MSLR-WEB10K/Fold3/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_vali.txt]... [Done.]            
(1979 ranked lists, 24199 entries read)
Reading feature file [MSLR-WEB10K/Fold3/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold3/restructure_test.txt]... [Done.]            
(1983 ranked lists, 23910 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
85      | 0.0035         | 0.1309    | 0.1313    | 
86      | 0.0033         | 0.1309    | 0.1315    | 
87      | 0.003          | 0.131     | 0.1318    | 
88      | 0.0027         | 0.131     | 0.1317    | 
89      | 0.0027         | 0.1311    | 0.1316    | 
90      | 0.0028         | 0.131     | 0.1317    | 
91      | 0.0028         | 0.1311    | 0.1315    | 
92      | 0.0028         | 0.1311    | 0.1318    | 
93      | 0.003          | 0.1309    | 0.1318    | 
94      | 0.0032         | 0.131     | 0.1315    | 
95      | 0.0032         | 0.131     | 0.1316    | 
96      | 0.0032         | 0.1309    | 0.1315    | 
97      | 0.0031         | 0.1309    | 0.1314    | 
98      | 0.0031         | 0.1309    | 0.1313    | 
99      | 0.003          | 0.1309    | 0.1315    | 
100     | 0.0031         | 0.1309    | 0.1314    | 
--------------------------------------------------
Finished sucessfully.
ERR@10 on training data: 0.1381
ERR@10 on validation data: 0.1351
---------------------------------
ERR@10 on test data: 0.1339
