
Discard orig. features
Training data:	MSLR-WEB10K/Fold5/restructure_train.txt
Test data:	MSLR-WEB10K/Fold5/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold5/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.05

Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]... [Done.]            
(5941 ranked lists, 72261 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]... [Done.]            
(1984 ranked lists, 24234 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
82      | 0.0299         | 0.1277    | 0.1313    | 
83      | 0.0687         | 0.1271    | 0.1292    | 
84      | 0.0509         | 0.1273    | 0.1299    | 
85      | 0.0575         | 0.1268    | 0.1287    | 
86      | 0.0509         | 0.1274    | 0.13      | 
87      | 0.0387         | 0.1346    | 0.1377    | 
88      | 0.0587         | 0.1359    | 0.1416    | 
89      | 0.0349         | 0.1278    | 0.1301    | 
90      | 0.0984         | 0.1358    | 0.1403    | 
91      | 0.1102         | 0.126     | 0.1261    | 
92      | 0.1273         | 0.1338    | 0.1406    | 
93      | 0.0333         | 0.1282    | 0.1321    | 
94      | 0.0718         | 0.1263    | 0.1279    | 
95      | 0.1602         | 0.13      | 0.1337    | 
96      | 0.0115         | 0.1281    | 0.1313    | 
97      | 0.0302         | 0.1339    | 0.1364    | 
98      | 0.0238         | 0.1289    | 0.1303    | 
99      | 0.1292         | 0.1338    | 0.1411    | 
100     | 0.0145         | 0.1279    | 0.1311    | 
--------------------------------------------------
Finished sucessfully.
ERR@10 on training data: 0.1416
ERR@10 on validation data: 0.1468
---------------------------------
ERR@10 on test data: 0.1421
