
Discard orig. features
Training data:	MSLR-WEB10K/Fold4/restructure_train.txt
Test data:	MSLR-WEB10K/Fold4/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold4/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]... [Done.]            
(5941 ranked lists, 71877 entries read)
Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23910 entries read)
Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]... [Done.]            
(1984 ranked lists, 24234 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
40      | 0.004          | 0.1312    | 0.1288    | 
41      | 0.004          | 0.1312    | 0.1289    | 
42      | 0.0038         | 0.1312    | 0.1286    | 
43      | 0.0042         | 0.1312    | 0.1285    | 
44      | 0.0042         | 0.1312    | 0.1286    | 
45      | 0.0041         | 0.1314    | 0.1286    | 
46      | 0.0043         | 0.1312    | 0.1287    | 
47      | 0.0042         | 0.1311    | 0.1287    | 
48      | 0.0041         | 0.1313    | 0.129     | 
49      | 0.0041         | 0.1314    | 0.129     | 
50      | 0.0041         | 0.1314    | 0.1288    | 
51      | 0.004          | 0.1313    | 0.1287    | 
52      | 0.0041         | 0.1312    | 0.1288    | 
53      | 0.0041         | 0.1311    | 0.1289    | 
54      | 0.0041         | 0.1311    | 0.1289    | 
55      | 0.0042         | 0.1311    | 0.1289    | 
56      | 0.0042         | 0.1311    | 0.1289    | 
57      | 0.0041         | 0.131     | 0.1291    | 
58      | 0.0041         | 0.1312    | 0.1286    | 
59      | 0.004          | 0.1314    | 0.1286    | 
60      | 0.0041         | 0.1313    | 0.1288    | 
61      | 0.0042         | 0.1312    | 0.1287    | 
62      | 0.0041         | 0.1311    | 0.1287    | 
63      | 0.004          | 0.1312    | 0.1288    | 
64      | 0.0041         | 0.1311    | 0.1286    | 
65      | 0.004          | 0.1312    | 0.1287    | 
66      | 0.0039         | 0.1313    | 0.1286    | 
67      | 0.0041         | 0.1313    | 0.1285    | 
68      | 0.0041         | 0.1312    | 0.1284    | 
69      | 0.0041         | 0.1312    | 0.1288    | 
70      | 0.004          | 0.1313    | 0.1287    | 
71      | 0.004          | 0.1312    | 0.1288    | 
72      | 0.004          | 0.1313    | 0.1287    | 
73      | 0.0039         | 0.1314    | 0.1287    | 
74      | 0.004          | 0.1314    | 0.1286    | 
75      | 0.0041         | 0.1313    | 0.1286    | 
76      | 0.0041         | 0.1313    | 0.1286    | 
77      | 0.0041         | 0.1313    | 0.1286    | 
78      | 0.0041         | 0.1311    | 0.1289    | 
79      | 0.004          | 0.1312    | 0.1286    | 
80      | 0.004          | 0.1312    | 0.1288    | 
81      | 0.0039         | 0.1311    | 0.1289    | 
82      | 0.0039         | 0.1311    | 0.1288    | 
83      | 0.004          | 0.1311    | 0.1285    | 
84      | 0.0041         | 0.1311    | 0.1286    | 
85      | 0.004          | 0.1311    | 0.1286    | 
86      | 0.0041         | 0.1312    | 0.1285    | 
87      | 0.004          | 0.1313    | 0.1283    | 
88      | 0.0041         | 0.1312    | 0.1285    | 
89      | 0.0041         | 0.1311    | 0.1285    | 
90      | 0.004          | 0.1313    | 0.1286    | 
91      | 0.004          | 0.1312    | 0.1288    | 
92      | 0.004          | 0.1312    | 0.1286    | 
93      | 0.004          | 0.1312    | 0.1285    | 
94      | 0.0038         | 0.1312    | 0.1285    | 
95      | 0.0038         | 0.1312    | 0.1285    | 
96      | 0.0039         | 0.1312    | 0.1288    | 
97      | 0.0039         | 0.1311    | 0.1288    | 
98      | 0.004          | 0.1311    | 0.1289    | 
99      | 0.004          | 0.1311    | 0.1288    | 
100     | 0.004          | 0.1311    | 0.1289    | 
--------------------------------------------------
Finished sucessfully.
ERR@10 on training data: 0.1369
ERR@10 on validation data: 0.1352
---------------------------------
ERR@10 on test data: 0.1404
