
Discard orig. features
Training data:	MSLR-WEB10K/Fold5/restructure_train.txt
Test data:	MSLR-WEB10K/Fold5/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold5/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.03

Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]... [Done.]            
(5941 ranked lists, 72261 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]... [Done.]            
(1984 ranked lists, 24234 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
51      | 0.0345         | 0.1275    | 0.1301    | 
52      | 0.0315         | 0.1294    | 0.1305    | 
53      | 0.003          | 0.1282    | 0.1312    | 
54      | 0.0316         | 0.13      | 0.1344    | 
55      | 0.0026         | 0.1298    | 0.1317    | 
56      | 0.084          | 0.127     | 0.1294    | 
57      | 0.0332         | 0.1275    | 0.1298    | 
58      | 0.0034         | 0.1279    | 0.1305    | 
59      | 0.0304         | 0.1276    | 0.1299    | 
60      | 0.0136         | 0.1308    | 0.1331    | 
61      | 0.0926         | 0.1336    | 0.138     | 
62      | 0.0024         | 0.1282    | 0.1302    | 
63      | 0.0039         | 0.1291    | 0.1309    | 
64      | 0.0031         | 0.1291    | 0.1312    | 
65      | 0.0974         | 0.1365    | 0.1412    | 
66      | 0.0132         | 0.1345    | 0.1343    | 
67      | 0.0109         | 0.1309    | 0.1329    | 
68      | 0.0801         | 0.133     | 0.1345    | 
69      | 0.0251         | 0.1271    | 0.1297    | 
70      | 0.003          | 0.1282    | 0.1305    | 
71      | 0.0253         | 0.1312    | 0.1339    | 
72      | 0.1401         | 0.1298    | 0.1317    | 
73      | 0.0118         | 0.1279    | 0.1308    | 
74      | 0.0294         | 0.128     | 0.1298    | 
75      | 0.0248         | 0.1333    | 0.1358    | 
76      | 0.0142         | 0.1313    | 0.1339    | 
77      | 0.1056         | 0.1359    | 0.1367    | 
78      | 0.0319         | 0.1329    | 0.1342    | 
79      | 0.0036         | 0.1282    | 0.1312    | 
80      | 0.0242         | 0.1279    | 0.1309    | 
81      | 0.108          | 0.1315    | 0.1338    | 
82      | 0.012          | 0.1308    | 0.1328    | 
83      | 0.0136         | 0.128     | 0.1305    | 
84      | 0.0097         | 0.1288    | 0.1309    | 
85      | 0.0205         | 0.1279    | 0.1306    | 
86      | 0.0045         | 0.1278    | 0.1307    | 
87      | 0.0198         | 0.1281    | 0.1301    | 
88      | 0.0372         | 0.1291    | 0.1302    | 
89      | 0.0179         | 0.1278    | 0.1294    | 
90      | 0.0425         | 0.1285    | 0.1309    | 
91      | 0.0467         | 0.1279    | 0.1303    | 
92      | 0.016          | 0.1278    | 0.1298    | 
93      | 0.0041         | 0.1281    | 0.1304    | 
94      | 0.0057         | 0.1282    | 0.1312    | 
95      | 0.0056         | 0.1287    | 0.131     | 
96      | 0.0344         | 0.1291    | 0.1308    | 
97      | 0.0144         | 0.1314    | 0.134     | 
98      | 0.0041         | 0.1282    | 0.1302    | 
99      | 0.0173         | 0.1281    | 0.13      | 
100     | 0.0372         | 0.1277    | 0.1297    | 
--------------------------------------------------
Finished sucessfully.
ERR@10 on training data: 0.1384
ERR@10 on validation data: 0.1445
---------------------------------
ERR@10 on test data: 0.1365
