
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 20
Learning rate: 0.03

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
69      | 0.0165         | 0.4964    | 0.5015    | 
70      | 0.0173         | 0.4976    | 0.5014    | 
71      | 0.0268         | 0.4995    | 0.5029    | 
72      | 0.1235         | 0.5061    | 0.509     | 
73      | 0.0325         | 0.4955    | 0.5026    | 
74      | 0.0256         | 0.4949    | 0.5029    | 
75      | 0.0151         | 0.4952    | 0.5013    | 
76      | 0.0127         | 0.4966    | 0.5021    | 
77      | 0.0202         | 0.4989    | 0.5013    | 
78      | 0.1058         | 0.5021    | 0.5033    | 
79      | 0.0145         | 0.4974    | 0.5018    | 
80      | 0.0222         | 0.4989    | 0.4986    | 
81      | 0.168          | 0.4928    | 0.4994    | 
82      | 0.0247         | 0.4952    | 0.5017    | 
83      | 0.0168         | 0.496     | 0.5011    | 
84      | 0.1202         | 0.4893    | 0.498     | 
85      | 0.0129         | 0.4955    | 0.5019    | 
86      | 0.0119         | 0.4955    | 0.5008    | 
87      | 0.011          | 0.496     | 0.5021    | 
88      | 0.01           | 0.4972    | 0.5018    | 
89      | 0.0108         | 0.4975    | 0.5008    | 
90      | 0.0128         | 0.4978    | 0.5014    | 
91      | 0.0224         | 0.4991    | 0.5002    | 
92      | 0.1366         | 0.4994    | 0.4993    | 
93      | 0.0517         | 0.4956    | 0.4972    | 
94      | 0.0206         | 0.4968    | 0.4998    | 
95      | 0.0173         | 0.4974    | 0.5001    | 
96      | 0.0659         | 0.4965    | 0.4962    | 
97      | 0.1394         | 0.5047    | 0.5053    | 
98      | 0.0296         | 0.4976    | 0.504     | 
99      | 0.1339         | 0.4918    | 0.4998    | 
100     | 0.0687         | 0.494     | 0.4993    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.5061
NDCG@10 on validation data: 0.509
---------------------------------
NDCG@10 on test data: 0.4994
