
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 40
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
39      | 0.1399         | 0.494     | 0.4868    | 
40      | 0.1846         | 0.5025    | 0.5051    | 
41      | 0.0787         | 0.4969    | 0.4975    | 
42      | 0.1523         | 0.493     | 0.4924    | 
43      | 0.1702         | 0.4924    | 0.4954    | 
44      | 0.1226         | 0.4923    | 0.4966    | 
45      | 0.156          | 0.4945    | 0.501     | 
46      | 0.1288         | 0.4977    | 0.4989    | 
47      | 0.1582         | 0.5001    | 0.5008    | 
48      | 0.1074         | 0.497     | 0.501     | 
49      | 0.1525         | 0.5063    | 0.5116    | 
50      | 0.1055         | 0.4969    | 0.4962    | 
51      | 0.1416         | 0.5033    | 0.503     | 
52      | 0.1587         | 0.5049    | 0.5043    | 
53      | 0.1635         | 0.4955    | 0.5014    | 
54      | 0.1443         | 0.4978    | 0.5017    | 
55      | 0.1485         | 0.5013    | 0.5014    | 
56      | 0.1726         | 0.5044    | 0.5039    | 
57      | 0.1331         | 0.495     | 0.4939    | 
58      | 0.1325         | 0.4901    | 0.4955    | 
59      | 0.1866         | 0.4957    | 0.4986    | 
60      | 0.1081         | 0.4958    | 0.5005    | 
61      | 0.0646         | 0.4989    | 0.5053    | 
62      | 0.092          | 0.4957    | 0.4989    | 
63      | 0.143          | 0.4974    | 0.4967    | 
64      | 0.1685         | 0.4902    | 0.4999    | 
65      | 0.0642         | 0.4942    | 0.4985    | 
66      | 0.2046         | 0.5003    | 0.5       | 
67      | 0.091          | 0.4957    | 0.5001    | 
68      | 0.1601         | 0.4934    | 0.4953    | 
69      | 0.1144         | 0.4996    | 0.5066    | 
70      | 0.1303         | 0.4977    | 0.4998    | 
71      | 0.1509         | 0.4923    | 0.4961    | 
72      | 0.1332         | 0.4919    | 0.5029    | 
73      | 0.127          | 0.4931    | 0.4969    | 
74      | 0.0534         | 0.4947    | 0.4999    | 
75      | 0.0312         | 0.5003    | 0.5049    | 
76      | 0.1359         | 0.496     | 0.498     | 
77      | 0.1771         | 0.498     | 0.4995    | 
78      | 0.1106         | 0.4966    | 0.4979    | 
79      | 0.1485         | 0.4931    | 0.5001    | 
80      | 0.1476         | 0.4964    | 0.4992    | 
81      | 0.119          | 0.505     | 0.5082    | 
82      | 0.2004         | 0.4997    | 0.506     | 
83      | 0.092          | 0.4972    | 0.503     | 
84      | 0.0687         | 0.4938    | 0.4943    | 
85      | 0.0374         | 0.498     | 0.503     | 
86      | 0.1024         | 0.4972    | 0.4958    | 
87      | 0.1808         | 0.4929    | 0.498     | 
88      | 0.0606         | 0.4947    | 0.5017    | 
89      | 0.1299         | 0.4979    | 0.5013    | 
90      | 0.1493         | 0.4908    | 0.4961    | 
91      | 0.1248         | 0.4892    | 0.4979    | 
92      | 0.1327         | 0.4966    | 0.4998    | 
93      | 0.1556         | 0.4985    | 0.5015    | 
94      | 0.2043         | 0.5014    | 0.5018    | 
95      | 0.1319         | 0.4947    | 0.4992    | 
96      | 0.0543         | 0.4973    | 0.5034    | 
97      | 0.0656         | 0.4968    | 0.5004    | 
98      | 0.0531         | 0.4979    | 0.4975    | 
99      | 0.1448         | 0.5047    | 0.5045    | 
100     | 0.1244         | 0.4978    | 0.4983    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.5063
NDCG@10 on validation data: 0.5116
---------------------------------
NDCG@10 on test data: 0.4964
