
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 100
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
84      | 0.202          | 0.5012    | 0.4984    | 
85      | 0.121          | 0.4915    | 0.4937    | 
86      | 0.1606         | 0.4979    | 0.4976    | 
87      | 0.1497         | 0.4985    | 0.4975    | 
88      | 0.1982         | 0.4925    | 0.4979    | 
89      | 0.1979         | 0.4859    | 0.4892    | 
90      | 0.1866         | 0.4893    | 0.4943    | 
91      | 0.1336         | 0.4948    | 0.5005    | 
92      | 0.2263         | 0.5046    | 0.501     | 
93      | 0.2199         | 0.4999    | 0.5021    | 
94      | 0.1408         | 0.4946    | 0.4996    | 
95      | 0.2169         | 0.5057    | 0.5055    | 
96      | 0.2148         | 0.4994    | 0.4972    | 
97      | 0.196          | 0.4929    | 0.4908    | 
98      | 0.1836         | 0.5009    | 0.4995    | 
99      | 0.2052         | 0.4896    | 0.4938    | 
100     | 0.2102         | 0.4933    | 0.4933    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.5051
NDCG@10 on validation data: 0.51
---------------------------------
NDCG@10 on test data: 0.504
