
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 50
Learning rate: 0.05

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
61      | 0.1123         | 0.4967    | 0.4991    | 
62      | 0.1472         | 0.4916    | 0.4935    | 
63      | 0.0125         | 0.4954    | 0.4993    | 
64      | 4.0E-4         | 0.4961    | 0.5       | 
65      | 4.0E-4         | 0.4959    | 0.4999    | 
66      | 6.0E-4         | 0.4957    | 0.5       | 
67      | 0.001          | 0.4958    | 0.5003    | 
68      | 7.0E-4         | 0.4959    | 0.5       | 
69      | 0.001          | 0.4958    | 0.5003    | 
70      | 6.0E-4         | 0.4962    | 0.5001    | 
71      | 0.0011         | 0.4959    | 0.5004    | 
72      | 0.0011         | 0.4959    | 0.5006    | 
73      | 0.0011         | 0.4958    | 0.5004    | 
74      | 5.0E-4         | 0.4958    | 0.5       | 
75      | 7.0E-4         | 0.4958    | 0.5001    | 
76      | 0.0011         | 0.4958    | 0.5005    | 
77      | 0.0012         | 0.4958    | 0.5007    | 
78      | 0.0017         | 0.4958    | 0.5001    | 
79      | 0.0011         | 0.4958    | 0.5006    | 
80      | 0.0            | 0.4961    | 0.4997    | 
81      | 0.0011         | 0.4958    | 0.5004    | 
82      | 9.0E-4         | 0.496     | 0.5002    | 
83      | 0.0189         | 0.4946    | 0.5002    | 
84      | 0.0262         | 0.4948    | 0.4997    | 
85      | 0.0972         | 0.5006    | 0.5031    | 
86      | 0.1315         | 0.5041    | 0.5013    | 
87      | 0.1833         | 0.4971    | 0.5       | 
88      | 0.1553         | 0.5       | 0.4987    | 
89      | 0.1306         | 0.4923    | 0.4968    | 
90      | 0.163          | 0.4967    | 0.4969    | 
91      | 0.2038         | 0.5062    | 0.5026    | 
92      | 0.1219         | 0.4928    | 0.4932    | 
93      | 0.1528         | 0.5       | 0.5009    | 
94      | 0.1239         | 0.4909    | 0.4955    | 
95      | 0.1461         | 0.4957    | 0.4925    | 
96      | 0.0212         | 0.4945    | 0.4989    | 
97      | 0.1432         | 0.4953    | 0.4968    | 
98      | 0.0309         | 0.494     | 0.498     | 
99      | 8.0E-4         | 0.4958    | 0.5002    | 
100     | 9.0E-4         | 0.4957    | 0.5002    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.4996
NDCG@10 on validation data: 0.5075
---------------------------------
NDCG@10 on test data: 0.4924
